Source_Address,Destination_Address,Protocol,Source_Port,Destination_Port,Length
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,77
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,78
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,78
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,173.194.128.71,ip,none,none,80
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,80
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.111,192.168.1.255,ip,none,none,92
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,173.194.128.71,ip,none,none,71
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,119
173.194.128.71,192.168.1.143,ip,none,none,67
192.168.1.143,173.194.128.71,ip,none,none,81
192.168.1.143,173.194.128.71,ip,none,none,1288
192.168.1.143,173.194.128.71,ip,none,none,1092
5.78.100.21,192.168.1.143,ip,none,none,123
192.168.1.143,5.78.100.21,ip,none,none,54
192.168.1.143,5.78.100.21,ip,none,none,92
173.194.128.71,192.168.1.143,ip,none,none,70
173.194.128.71,192.168.1.143,ip,none,none,160
192.168.1.143,173.194.128.71,ip,none,none,78
173.194.128.71,192.168.1.143,ip,none,none,1288
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,67
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,76
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,80
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,82
192.168.1.143,173.194.128.71,ip,none,none,82
192.168.1.143,173.194.128.71,ip,none,none,82
173.194.128.71,192.168.1.143,ip,none,none,1292
5.78.100.21,192.168.1.143,ip,none,none,1464
5.78.100.21,192.168.1.143,ip,none,none,1464
192.168.1.143,5.78.100.21,ip,none,none,54
192.168.1.143,173.194.128.71,ip,none,none,82
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
5.78.100.21,192.168.1.143,ip,none,none,60
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,84
192.168.1.143,173.194.128.71,ip,none,none,86
192.168.1.143,173.194.128.71,ip,none,none,86
192.168.1.143,173.194.128.71,ip,none,none,88
192.168.1.143,173.194.128.71,ip,none,none,88
192.168.1.143,173.194.128.71,ip,none,none,71
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,88
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,8.8.8.8,ip,none,none,81
192.168.1.143,8.8.8.8,ip,none,none,81
192.168.1.143,173.194.128.71,ip,none,none,88
192.168.1.143,173.194.128.71,ip,none,none,89
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,90
173.194.128.71,192.168.1.143,ip,none,none,67
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,79
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.111,192.168.1.255,ip,none,none,92
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,82
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,82
192.168.1.143,173.194.128.71,ip,none,none,71
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,82
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,67
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,84
192.168.1.143,173.194.128.71,ip,none,none,76
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,78
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,78
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,80
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,80
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,82
192.168.1.143,173.194.128.71,ip,none,none,82
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,82
192.168.1.143,173.194.128.71,ip,none,none,71
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,82
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,84
173.194.128.71,192.168.1.143,ip,none,none,67
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,8.8.8.8,ip,none,none,70
192.168.1.143,8.8.8.8,ip,none,none,70
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,78
8.8.8.8,192.168.1.143,ip,none,none,102
8.8.8.8,192.168.1.143,ip,none,none,146
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,8.8.4.4,ip,none,none,1292
192.168.1.143,8.8.4.4,ip,none,none,1292
192.168.1.143,8.8.4.4,ip,none,none,123
192.168.1.143,8.8.4.4,ip,none,none,304
192.168.1.143,8.8.4.4,ip,none,none,259
192.168.1.143,173.194.128.71,ip,none,none,79
173.194.128.71,192.168.1.143,ip,none,none,1292
8.8.4.4,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,79
192.168.1.143,173.194.128.71,ip,none,none,79
192.168.1.143,173.194.128.71,ip,none,none,71
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,79
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,8.8.4.4,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,67
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,79
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,75
8.8.4.4,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,75
192.168.1.143,173.194.128.71,ip,none,none,75
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,75
192.168.1.111,192.168.1.255,ip,none,none,92
8.8.4.4,192.168.1.143,ip,none,none,1292
192.168.1.143,8.8.4.4,ip,none,none,79
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,76
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,8.8.8.8,ip,none,none,81
192.168.1.143,8.8.8.8,ip,none,none,81
192.168.1.143,8.8.4.4,ip,none,none,79
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,71
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,78
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,78
173.194.128.71,192.168.1.143,ip,none,none,67
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,8.8.4.4,ip,none,none,79
192.168.1.143,173.194.128.71,ip,none,none,77
192.168.1.143,8.8.8.8,ip,none,none,77
192.168.1.143,8.8.8.8,ip,none,none,77
192.168.1.143,8.8.8.8,ip,none,none,77
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,78
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,80
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,80
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,173.194.128.71,ip,none,none,82
192.168.1.143,173.194.128.71,ip,none,none,82
192.168.1.143,173.194.128.71,ip,none,none,71
192.168.1.143,8.8.4.4,ip,none,none,79
192.168.1.143,142.251.47.206,ip,none,none,1212
8.8.4.4,192.168.1.143,ip,none,none,303
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,84
192.168.1.143,8.8.4.4,ip,none,none,120
8.8.4.4,192.168.1.143,ip,none,none,1015
142.251.47.206,192.168.1.143,ip,none,none,72
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,8.8.4.4,ip,none,none,159
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,192.178.54.163,ip,none,none,1288
192.168.1.143,192.178.54.163,ip,none,none,410
8.8.4.4,192.168.1.143,ip,none,none,163
192.168.1.143,8.8.4.4,ip,none,none,75
192.168.1.143,142.251.47.206,ip,none,none,75
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
8.8.4.4,192.168.1.143,ip,none,none,596
192.168.1.143,8.8.4.4,ip,none,none,81
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
192.178.54.163,192.168.1.143,ip,none,none,69
192.168.1.143,142.251.47.110,ip,none,none,1292
192.168.1.143,142.251.47.110,ip,none,none,1292
192.168.1.143,142.251.47.110,ip,none,none,124
173.194.128.71,192.168.1.143,ip,none,none,1292
192.178.54.163,192.168.1.143,ip,none,none,66
8.8.4.4,192.168.1.143,ip,none,none,69
192.168.1.143,192.178.54.163,ip,none,none,74
142.251.47.110,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
173.194.128.71,192.168.1.143,ip,none,none,1292
8.8.4.4,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,77
192.168.1.143,142.251.47.110,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,8.8.4.4,ip,none,none,74
192.168.1.143,173.194.128.71,ip,none,none,77
142.251.47.206,192.168.1.143,ip,none,none,112
142.251.47.206,192.168.1.143,ip,none,none,65
192.168.1.143,142.251.47.206,ip,none,none,79
192.168.1.143,173.194.128.71,ip,none,none,71
192.168.1.143,142.251.47.206,ip,none,none,75
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,78
142.251.47.206,192.168.1.143,ip,none,none,68
192.168.1.143,142.251.47.110,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,192.178.54.163,ip,none,none,71
192.178.54.163,192.168.1.143,ip,none,none,105
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1285
173.194.128.71,192.168.1.143,ip,none,none,1292
142.251.47.110,192.168.1.143,ip,none,none,344
192.168.1.143,173.194.128.71,ip,none,none,82
192.168.1.143,173.194.128.71,ip,none,none,84
192.168.1.143,173.194.128.71,ip,none,none,84
192.168.1.143,192.178.54.163,ip,none,none,79
192.168.1.143,173.194.128.71,ip,none,none,71
192.168.1.143,142.251.47.110,ip,none,none,1292
192.168.1.143,192.178.54.163,ip,none,none,72
192.178.54.163,192.168.1.143,ip,none,none,63
192.168.1.143,192.178.54.163,ip,none,none,78
192.168.1.143,192.178.54.163,ip,none,none,77
142.251.47.110,192.168.1.143,ip,none,none,1292
192.178.54.163,192.168.1.143,ip,none,none,65
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,142.251.47.110,ip,none,none,1292
192.168.1.143,142.251.47.110,ip,none,none,115
192.168.1.143,173.194.128.71,ip,none,none,86
192.168.1.143,142.251.47.110,ip,none,none,1288
192.168.1.143,142.251.47.110,ip,none,none,807
192.168.1.143,8.8.8.8,ip,none,none,77
192.168.1.143,8.8.8.8,ip,none,none,77
192.168.1.143,8.8.8.8,ip,none,none,77
192.168.1.143,142.251.47.110,ip,none,none,189
192.168.1.143,173.194.128.71,ip,none,none,1292
192.178.54.163,192.168.1.143,ip,none,none,63
192.168.1.143,192.178.54.163,ip,none,none,79
192.168.1.143,173.194.128.71,ip,none,none,71
8.8.8.8,192.168.1.143,ip,none,none,125
142.251.47.110,192.168.1.143,ip,none,none,71
192.168.1.143,172.67.75.39,ip,none,none,66
192.168.1.143,172.67.75.39,ip,none,none,66
142.251.47.110,192.168.1.143,ip,none,none,602
173.194.128.71,192.168.1.143,ip,none,none,1292
172.67.75.39,192.168.1.143,ip,none,none,66
192.168.1.143,172.67.75.39,ip,none,none,54
192.168.1.143,142.251.47.110,ip,none,none,79
192.168.1.143,173.194.128.71,ip,none,none,88
173.194.128.71,192.168.1.143,ip,none,none,1292
142.251.47.110,192.168.1.143,ip,none,none,166
192.168.1.143,173.194.128.71,ip,none,none,88
192.168.1.143,142.251.47.110,ip,none,none,77
192.168.1.143,172.67.75.39,ip,none,none,623
192.168.1.143,142.251.47.110,ip,none,none,72
192.168.1.143,173.194.128.71,ip,none,none,1292
142.251.47.110,192.168.1.143,ip,none,none,64
192.168.1.143,142.251.47.110,ip,none,none,77
172.67.75.39,192.168.1.143,ip,none,none,60
172.67.75.39,192.168.1.143,ip,none,none,1464
173.194.128.71,192.168.1.143,ip,none,none,1292
142.251.47.110,192.168.1.143,ip,none,none,67
192.168.1.143,173.194.128.71,ip,none,none,90
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,90
192.168.1.143,173.194.128.71,ip,none,none,71
192.168.1.143,173.194.128.71,ip,none,none,71
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,92
192.168.1.143,172.67.75.39,ip,none,none,66
192.168.1.143,172.67.75.39,ip,none,none,54
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,94
172.67.75.39,192.168.1.143,ip,none,none,66
192.168.1.143,172.67.75.39,ip,none,none,54
192.168.1.143,172.67.75.39,ip,none,none,623
172.67.75.39,192.168.1.143,ip,none,none,1464
192.168.1.143,172.67.75.39,ip,none,none,54
172.67.75.39,192.168.1.143,ip,none,none,166
192.168.1.143,172.67.75.39,ip,none,none,66
172.67.75.39,192.168.1.143,ip,none,none,1464
192.168.1.143,172.67.75.39,ip,none,none,66
172.67.75.39,192.168.1.143,ip,none,none,1464
192.168.1.143,172.67.75.39,ip,none,none,54
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,172.67.75.39,ip,none,none,118
192.168.1.143,172.67.75.39,ip,none,none,146
192.168.1.143,172.67.75.39,ip,none,none,603
192.168.1.143,173.194.128.71,ip,none,none,96
172.67.75.39,192.168.1.143,ip,none,none,166
192.168.1.143,172.67.75.39,ip,none,none,66
172.67.75.39,192.168.1.143,ip,none,none,582
192.168.1.143,172.67.75.39,ip,none,none,85
172.67.75.39,192.168.1.143,ip,none,none,699
172.67.75.39,192.168.1.143,ip,none,none,1445
192.168.1.143,172.67.75.39,ip,none,none,66
192.168.1.143,172.67.75.39,ip,none,none,66
172.67.75.39,192.168.1.143,ip,none,none,725
172.67.75.39,192.168.1.143,ip,none,none,121
192.168.1.143,172.67.75.39,ip,none,none,66
192.168.1.143,172.67.75.39,ip,none,none,66
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,98
192.168.1.143,8.8.8.8,ip,none,none,81
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,100
192.168.1.143,173.194.128.71,ip,none,none,71
8.8.8.8,192.168.1.143,ip,none,none,241
192.168.1.143,13.107.42.16,ip,none,none,66
173.194.128.71,192.168.1.143,ip,none,none,1291
192.168.1.143,173.194.128.71,ip,none,none,102
173.194.128.71,192.168.1.143,ip,none,none,72
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,172.67.75.39,ip,none,none,85
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,77
172.67.75.39,192.168.1.143,ip,none,none,85
192.168.1.143,172.67.75.39,ip,none,none,54
172.67.75.39,192.168.1.143,ip,none,none,1464
172.67.75.39,192.168.1.143,ip,none,none,66
192.168.1.143,172.67.75.39,ip,none,none,66
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,20.54.36.229,ip,none,none,98
192.168.1.143,173.194.128.71,ip,none,none,77
172.67.75.39,192.168.1.143,ip,none,none,1464
192.168.1.143,172.67.75.39,ip,none,none,54
192.168.1.143,172.67.75.39,ip,none,none,118
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,71
192.168.1.143,13.107.42.16,ip,none,none,66
172.67.75.39,192.168.1.143,ip,none,none,582
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,172.67.75.39,ip,none,none,66
172.67.75.39,192.168.1.143,ip,none,none,66
192.168.1.143,172.67.75.39,ip,none,none,54
192.168.1.143,172.67.75.39,ip,none,none,798
13.107.42.16,192.168.1.143,ip,none,none,66
192.168.1.143,13.107.42.16,ip,none,none,54
192.168.1.143,13.107.42.16,ip,none,none,659
192.168.1.143,173.194.128.71,ip,none,none,79
172.67.75.39,192.168.1.143,ip,none,none,60
172.67.75.39,192.168.1.143,ip,none,none,341
192.168.1.143,172.67.75.39,ip,none,none,118
13.107.42.16,192.168.1.143,ip,none,none,60
13.107.42.16,192.168.1.143,ip,none,none,1464
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,172.67.75.39,ip,none,none,54
20.54.36.229,192.168.1.143,ip,none,none,229
172.67.75.39,192.168.1.143,ip,none,none,582
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,173.194.128.71,ip,none,none,71
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,80
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,68
192.168.1.143,20.54.36.229,ip,none,none,54
192.168.1.143,172.67.75.39,ip,none,none,54
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,13.107.42.16,ip,none,none,54
173.194.128.71,192.168.1.143,ip,none,none,1285
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,75
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,75
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,75
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,75
192.168.1.143,173.194.128.71,ip,none,none,71
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,75
173.194.128.71,192.168.1.143,ip,none,none,67
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
13.107.42.16,192.168.1.143,ip,none,none,1464
192.168.1.143,173.194.128.71,ip,none,none,74
192.168.1.143,13.107.42.16,ip,none,none,54
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,13.107.42.16,ip,none,none,66
173.194.128.71,192.168.1.143,ip,none,none,1292
13.107.42.16,192.168.1.143,ip,none,none,62
192.168.1.143,13.107.42.16,ip,none,none,54
192.168.1.143,13.107.42.16,ip,none,none,627
13.107.42.16,192.168.1.143,ip,none,none,60
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,173.194.128.71,ip,none,none,71
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,67
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,172.67.75.39,ip,none,none,1292
192.168.1.143,172.67.75.39,ip,none,none,240
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,173.194.128.71,ip,none,none,75
173.194.128.71,192.168.1.143,ip,none,none,1292
172.67.75.39,192.168.1.143,ip,none,none,60
172.67.75.39,192.168.1.143,ip,none,none,1242
192.168.1.143,173.194.128.71,ip,none,none,75
172.67.75.39,192.168.1.143,ip,none,none,1242
172.67.75.39,192.168.1.143,ip,none,none,1242
172.67.75.39,192.168.1.143,ip,none,none,1242
172.67.75.39,192.168.1.143,ip,none,none,1199
172.67.75.39,192.168.1.143,ip,none,none,500
172.67.75.39,192.168.1.143,ip,none,none,1066
192.168.1.143,172.67.75.39,ip,none,none,54
192.168.1.143,172.67.75.39,ip,none,none,93
172.67.75.39,192.168.1.143,ip,none,none,85
173.194.128.71,192.168.1.143,ip,none,none,1292
172.67.75.39,192.168.1.143,ip,none,none,557
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,172.67.75.39,ip,none,none,54
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,172.67.75.39,ip,none,none,94
192.168.1.143,172.67.75.39,ip,none,none,127
192.168.1.143,172.67.75.39,ip,none,none,127
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,8.8.8.8,ip,none,none,70
192.168.1.143,8.8.8.8,ip,none,none,70
192.168.1.143,8.8.8.8,ip,none,none,70
192.168.1.143,8.8.8.8,ip,none,none,70
192.168.1.143,8.8.8.8,ip,none,none,70
192.168.1.143,8.8.8.8,ip,none,none,70
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,71
192.168.1.143,8.8.4.4,ip,none,none,263
192.168.1.143,8.8.4.4,ip,none,none,252
173.194.128.71,192.168.1.143,ip,none,none,1292
8.8.8.8,192.168.1.143,ip,none,none,102
192.168.1.143,8.8.4.4,ip,none,none,66
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,67
192.168.1.143,172.67.75.39,ip,none,none,212
173.194.128.71,192.168.1.143,ip,none,none,1292
8.8.4.4,192.168.1.143,ip,none,none,66
192.168.1.143,8.8.4.4,ip,none,none,54
192.168.1.143,8.8.4.4,ip,none,none,584
173.194.128.71,192.168.1.143,ip,none,none,1292
8.8.4.4,192.168.1.143,ip,none,none,60
173.194.128.71,192.168.1.143,ip,none,none,1292
8.8.4.4,192.168.1.143,ip,none,none,64
192.168.1.143,172.67.75.39,ip,none,none,212
192.168.1.143,88.221.246.61,ip,none,none,440
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,8.8.4.4,ip,none,none,75
192.168.1.143,8.8.4.4,ip,none,none,263
192.168.1.143,173.194.128.71,ip,none,none,75
88.221.246.61,192.168.1.143,ip,none,none,359
8.8.4.4,192.168.1.143,ip,none,none,1117
192.168.1.143,88.221.246.61,ip,none,none,54
8.8.4.4,192.168.1.143,ip,none,none,67
8.8.4.4,192.168.1.143,ip,none,none,416
192.168.1.143,8.8.4.4,ip,none,none,66
173.194.128.71,192.168.1.143,ip,none,none,1292
172.67.75.39,192.168.1.143,ip,none,none,578
192.168.1.143,10.10.29.240,ip,none,none,66
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
8.8.4.4,192.168.1.143,ip,none,none,1117
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,8.8.4.4,ip,none,none,80
192.168.1.143,8.8.4.4,ip,none,none,75
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,78
