Source_Address,Destination_Address,Protocol,Source_Port,Destination_Port,Length
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,173.194.128.71,ip,none,none,71
192.168.1.143,34.0.38.213,ip,none,none,54
192.168.1.143,34.0.38.213,ip,none,none,54
192.168.1.143,162.159.153.247,ip,none,none,54
192.168.1.143,104.26.13.248,ip,none,none,54
192.168.1.143,151.101.1.21,ip,none,none,66
192.168.1.143,172.67.75.39,ip,none,none,86
173.194.128.71,192.168.1.143,ip,none,none,67
162.159.153.247,192.168.1.143,ip,none,none,60
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,162.159.153.247,ip,none,none,54
172.67.75.39,192.168.1.143,ip,none,none,71
172.67.75.39,192.168.1.143,ip,none,none,66
172.67.75.39,192.168.1.143,ip,none,none,91
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,77
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,172.67.75.39,ip,none,none,85
192.168.1.143,172.67.75.39,ip,none,none,89
192.168.1.143,172.67.75.39,ip,none,none,596
192.168.1.143,8.8.4.4,ip,none,none,66
173.194.128.71,192.168.1.143,ip,none,none,1292
34.0.38.213,192.168.1.143,ip,none,none,60
172.67.75.39,192.168.1.143,ip,none,none,70
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.111,192.168.1.255,ip,none,none,92
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
13.107.42.16,192.168.1.143,ip,none,none,1464
192.168.1.143,173.194.128.71,ip,none,none,76
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,8.8.4.4,ip,none,none,73
192.168.1.143,173.194.128.71,ip,none,none,71
192.168.1.143,52.182.143.213,ip,none,none,54
5.78.100.21,192.168.1.143,ip,none,none,1464
192.168.1.143,5.78.100.21,ip,none,none,54
192.168.1.143,8.8.8.8,ip,none,none,70
192.168.1.143,8.8.8.8,ip,none,none,70
192.168.1.143,8.8.8.8,ip,none,none,70
192.168.1.143,8.8.8.8,ip,none,none,70
173.194.128.71,192.168.1.143,ip,none,none,1292
8.8.4.4,192.168.1.143,ip,none,none,67
173.194.128.71,192.168.1.143,ip,none,none,67
173.194.128.71,192.168.1.143,ip,none,none,1292
8.8.4.4,192.168.1.143,ip,none,none,66
192.168.1.143,8.8.4.4,ip,none,none,54
8.8.8.8,192.168.1.143,ip,none,none,102
8.8.8.8,192.168.1.143,ip,none,none,146
52.108.56.17,192.168.1.143,ip,none,none,87
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,13.107.42.16,ip,none,none,54
192.168.1.143,52.108.56.17,ip,none,none,54
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,10.10.29.240,ip,none,none,66
52.182.143.213,192.168.1.143,ip,none,none,60
192.168.1.143,52.182.143.213,ip,none,none,54
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,76
5.78.100.21,192.168.1.143,ip,none,none,1464
192.168.1.143,5.78.100.21,ip,none,none,66
192.168.1.143,8.8.4.4,ip,none,none,584
192.168.1.143,172.67.75.39,ip,none,none,88
192.168.1.143,172.67.75.39,ip,none,none,596
8.8.4.4,192.168.1.143,ip,none,none,60
173.194.128.71,192.168.1.143,ip,none,none,1292
142.251.47.110,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,8.8.8.8,ip,none,none,66
192.168.1.143,8.8.8.8,ip,none,none,66
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,142.251.47.110,ip,none,none,75
173.194.128.71,192.168.1.143,ip,none,none,1292
151.101.1.21,192.168.1.143,ip,none,none,66
192.168.1.143,151.101.1.21,ip,none,none,54
192.168.1.143,8.8.8.8,ip,none,none,94
192.168.1.143,8.8.8.8,ip,none,none,94
8.8.4.4,192.168.1.143,ip,none,none,1464
8.8.8.8,192.168.1.143,ip,none,none,66
192.168.1.143,8.8.8.8,ip,none,none,54
192.168.1.143,8.8.8.8,ip,none,none,571
173.194.128.71,192.168.1.143,ip,none,none,1292
8.8.8.8,192.168.1.143,ip,none,none,214
8.8.8.8,192.168.1.143,ip,none,none,60
192.168.1.143,172.165.69.228,ip,none,none,66
192.168.1.143,8.8.4.4,ip,none,none,54
172.67.75.39,192.168.1.143,ip,none,none,1242
172.67.75.39,192.168.1.143,ip,none,none,76
192.168.1.143,52.70.125.53,ip,none,none,55
8.8.8.8,192.168.1.143,ip,none,none,415
192.168.1.143,8.8.8.8,ip,none,none,66
173.194.128.71,192.168.1.143,ip,none,none,1292
8.8.4.4,192.168.1.143,ip,none,none,415
192.168.1.143,8.8.4.4,ip,none,none,66
192.168.1.143,173.194.128.71,ip,none,none,78
192.168.1.143,173.194.128.71,ip,none,none,80
192.168.1.143,151.101.1.21,ip,none,none,1464
192.168.1.143,151.101.1.21,ip,none,none,374
192.168.1.143,173.194.128.71,ip,none,none,71
8.8.4.4,192.168.1.143,ip,none,none,1464
192.168.1.143,8.8.4.4,ip,none,none,66
192.168.1.143,172.67.75.39,ip,none,none,87
192.168.1.143,172.67.75.39,ip,none,none,87
192.168.1.143,172.165.69.228,ip,none,none,66
192.168.1.143,8.8.4.4,ip,none,none,66
8.8.4.4,192.168.1.143,ip,none,none,1464
8.8.4.4,192.168.1.143,ip,none,none,1464
192.168.1.143,8.8.4.4,ip,none,none,66
192.168.1.143,8.8.4.4,ip,none,none,54
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,239.255.255.250,ip,none,none,217
172.67.75.39,192.168.1.143,ip,none,none,1242
151.101.1.21,192.168.1.143,ip,none,none,60
8.8.4.4,192.168.1.143,ip,none,none,1464
172.67.75.39,192.168.1.143,ip,none,none,1242
151.101.1.21,192.168.1.143,ip,none,none,1464
192.168.1.143,8.8.4.4,ip,none,none,66
192.168.1.143,8.8.4.4,ip,none,none,128
192.168.1.143,172.67.75.39,ip,none,none,85
192.168.1.143,8.8.8.8,ip,none,none,66
192.168.1.143,8.8.4.4,ip,none,none,146
192.168.1.143,8.8.4.4,ip,none,none,54
192.168.1.143,8.8.4.4,ip,none,none,282
192.168.1.143,8.8.4.4,ip,none,none,242
192.168.1.143,8.8.4.4,ip,none,none,242
192.168.1.143,173.194.128.71,ip,none,none,80
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,82
8.8.4.4,192.168.1.143,ip,none,none,60
192.168.1.143,8.8.4.4,ip,none,none,66
8.8.4.4,192.168.1.143,ip,none,none,341
8.8.4.4,192.168.1.143,ip,none,none,553
8.8.4.4,192.168.1.143,ip,none,none,652
8.8.4.4,192.168.1.143,ip,none,none,85
192.168.1.143,8.8.4.4,ip,none,none,66
192.168.1.143,8.8.4.4,ip,none,none,66
192.168.1.143,8.8.4.4,ip,none,none,74
192.168.1.143,8.8.4.4,ip,none,none,74
8.8.8.8,192.168.1.143,ip,none,none,1464
192.168.1.143,8.8.8.8,ip,none,none,66
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,151.101.1.21,ip,none,none,54
192.168.1.143,173.194.128.71,ip,none,none,85
8.8.4.4,192.168.1.143,ip,none,none,1033
8.8.8.8,192.168.1.143,ip,none,none,1464
192.168.1.143,8.8.4.4,ip,none,none,66
192.168.1.143,8.8.8.8,ip,none,none,66
192.168.1.143,8.8.4.4,ip,none,none,85
8.8.8.8,192.168.1.143,ip,none,none,1464
52.70.125.53,192.168.1.143,ip,none,none,66
192.168.1.143,8.8.8.8,ip,none,none,54
192.168.1.143,8.8.8.8,ip,none,none,128
192.168.1.143,8.8.8.8,ip,none,none,146
192.168.1.143,8.8.8.8,ip,none,none,282
192.168.1.143,8.8.8.8,ip,none,none,242
192.168.1.143,8.8.8.8,ip,none,none,242
192.168.1.143,8.8.4.4,ip,none,none,251
192.168.1.143,8.8.4.4,ip,none,none,252
173.194.128.71,192.168.1.143,ip,none,none,1292
192.168.1.143,173.194.128.71,ip,none,none,84
172.165.69.228,192.168.1.143,ip,none,none,66
8.8.4.4,192.168.1.143,ip,none,none,60
8.8.8.8,192.168.1.143,ip,none,none,60
8.8.8.8,192.168.1.143,ip,none,none,342
8.8.8.8,192.168.1.143,ip,none,none,553
192.168.1.143,8.8.8.8,ip,none,none,66
192.168.1.143,8.8.8.8,ip,none,none,66
192.168.1.143,172.165.69.228,ip,none,none,54
192.168.1.143,172.165.69.228,ip,none,none,672
8.8.8.8,192.168.1.143,ip,none,none,85
192.168.1.143,8.8.8.8,ip,none,none,74
173.194.128.71,192.168.1.143,ip,none,none,267
192.168.1.143,173.194.128.71,ip,none,none,84
8.8.4.4,192.168.1.143,ip,none,none,71
8.8.4.4,192.168.1.143,ip,none,none,71
8.8.4.4,192.168.1.143,ip,none,none,621
192.168.1.143,8.8.4.4,ip,none,none,75
192.168.1.143,8.8.4.4,ip,none,none,75
192.168.1.143,8.8.4.4,ip,none,none,79
8.8.8.8,192.168.1.143,ip,none,none,1033
8.8.8.8,192.168.1.143,ip,none,none,1305
192.168.1.143,8.8.8.8,ip,none,none,66
192.168.1.143,8.8.8.8,ip,none,none,54
192.168.1.143,8.8.8.8,ip,none,none,85
192.168.1.143,8.8.8.8,ip,none,none,93
173.194.128.71,192.168.1.143,ip,none,none,1292
13.107.42.16,192.168.1.143,ip,none,none,1464
192.168.1.143,13.107.42.16,ip,none,none,66
192.168.1.143,173.194.128.71,ip,none,none,85
8.8.4.4,192.168.1.143,ip,none,none,66
192.168.1.143,35.190.87.184,ip,none,none,55
13.107.42.16,192.168.1.143,ip,none,none,1464
192.168.1.143,13.107.42.16,ip,none,none,54
8.8.4.4,192.168.1.143,ip,none,none,66
13.107.42.16,192.168.1.143,ip,none,none,1464
192.168.1.111,192.168.1.255,ip,none,none,92
8.8.8.8,192.168.1.143,ip,none,none,66
172.165.69.228,192.168.1.143,ip,none,none,908
192.168.1.143,172.165.69.228,ip,none,none,66
192.168.1.143,173.194.128.71,ip,none,none,71
151.101.1.21,192.168.1.143,ip,none,none,362
192.168.1.143,151.101.1.21,ip,none,none,66
192.168.1.143,8.8.4.4,ip,none,none,71
192.168.1.143,13.107.42.16,ip,none,none,54
192.168.1.114,224.0.0.251,ip,none,none,96
